url,Extract Method,Move Field,Inline Method,Move Method,Pull Up Method,Pull Up Field,Extract Superclass,Extract Interface,Push Down Method,Push Down Field,total refactoring types
https://github.com/facebook/facebook-android-sdk/commit/08e87a8dd555b0dad5b1b3a809b2512d09dca265,0,0,0,0,0,0,0,0,0,0,7
https://github.com/facebook/facebook-android-sdk/commit/3bbfdf4b608cb6c12309406617b7c2f29b4203cd,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/abe4001f64148ae61e0a292587736edd9c75d6d3,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/5efe8ed8379afbe6c9ff96abd3e79a2c69428303,0,0,0,0,0,0,0,0,0,0,2
https://github.com/facebook/facebook-android-sdk/commit/05559c8f1062a0ca33b7988330a6c61379642b14,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/80cf896b24e4fd9b28f3df1ede91d4b5bc4a9855,1,0,0,0,0,0,0,0,0,0,3
https://github.com/facebook/facebook-android-sdk/commit/d4c34aadf7cfec679a6acb0aac4b70d63a6f0860,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/ba3f484748bee614cda028fa9f20007e3ca80adc,0,0,0,0,0,0,0,0,0,0,2
https://github.com/facebook/facebook-android-sdk/commit/73566693a27d94993b5b49ab72d1bbd8bdf408e1,0,0,0,0,0,0,0,0,0,0,3
https://github.com/facebook/facebook-android-sdk/commit/5f2a8797a2c43e13619e03ba2d88f15edc346eec,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/1c26da57582b990a8d38930dc3712e0757d38ffb,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/267cf480bf530aedb6de9dae5f0a316ec2a42063,0,0,0,0,0,0,0,0,0,0,3
https://github.com/facebook/facebook-android-sdk/commit/c9365103e2a48b8fb7236653e1a53b81b01aa112,0,0,0,0,0,0,0,0,0,0,4
https://github.com/facebook/facebook-android-sdk/commit/eaebd06b44812ce9beb0172b72c35b4524a78412,0,0,0,0,0,0,0,0,0,0,2
https://github.com/facebook/facebook-android-sdk/commit/f4a83435bca1ed7ba2302ec10ad7695306dbd233,0,0,0,0,0,0,0,0,0,0,2
https://github.com/facebook/facebook-android-sdk/commit/bfe5e16da8c9dacb4d774d5e249adf77292780bf,0,0,0,0,0,0,0,0,0,0,2
https://github.com/facebook/facebook-android-sdk/commit/674d53ef2db1d9e85e2006ea43576ca7b2a5a56e,0,0,0,0,0,0,0,0,0,0,2
https://github.com/facebook/facebook-android-sdk/commit/7e87a04d50aba53bc5e38324fc681daef53a23df,0,0,0,0,0,0,0,0,0,0,1
https://github.com/facebook/facebook-android-sdk/commit/07f602d2bc39e2da663900652f7b18a47746b3df,0,0,0,0,0,0,0,0,0,0,1
